"game_date","game","player_name","team_abbreviation","shot_type","shot_player","prob_points","line_points","prob_fgm","line_fgm","br_prob","br_line","br_edge","br_kelly","br_units","bs_prob","bs_line","bs_edge","bs_kelly","bs_units","csr_prob","csr_line","csr_edge","csr_kelly","csr_units","dk_prob","dk_line","dk_edge","dk_kelly","dk_units","fd_prob","fd_line","fd_edge","fd_kelly","fd_units","mgm_prob","mgm_line","mgm_edge","mgm_kelly","mgm_units","pb_prob","pb_line","pb_edge","pb_kelly","pb_units","run_timestamp_utc"
2023-11-11,"MIA @ ATL","Bam Adebayo","MIA","three_point","Bam Adebayo_three_point",0.0082,12089,0.0073,13659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,25000,0.0042,0.0021,0.2118,0.0099,10000,-0.0026,-0.0013,-0.133,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Trae Young","ATL","dunk","Trae Young_dunk",0.003,32726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,25000,-9e-04,-5e-04,-0.0471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Trae Young","ATL","free_throw","Trae Young_free_throw",0.0132,7472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.025,3900,-0.0118,-0.006,-0.6048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Trae Young","ATL","layup","Trae Young_layup",0.0217,4499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0238,4100,-0.0021,-0.0011,-0.1057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Trae Young","ATL","other_fg","Trae Young_other_fg",0.0485,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0909,1000,-0.0424,-0.0233,-2.3315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Trae Young","ATL","three_point","Trae Young_three_point",0.0255,3819,0.0323,2992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333,2900,-0.0078,-0.004,-0.4044,0.0385,2500,-0.0061,-0.0032,-0.3184,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Duncan Robinson","MIA","dunk","Duncan Robinson_dunk",0.0034,29505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,25000,-6e-04,-3e-04,-0.0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Duncan Robinson","MIA","free_throw","Duncan Robinson_free_throw",0.0057,17311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,11000,-0.0033,-0.0016,-0.1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Duncan Robinson","MIA","layup","Duncan Robinson_layup",0.0166,5906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0263,3700,-0.0097,-0.005,-0.4964,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Duncan Robinson","MIA","other_fg","Duncan Robinson_other_fg",0.0133,7439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196,5000,-0.0063,-0.0032,-0.3235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Duncan Robinson","MIA","three_point","Duncan Robinson_three_point",0.0482,1973,0.0478,1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,900,-0.0518,-0.0288,-2.8756,0.0909,1000,-0.0431,-0.0237,-2.3719,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Haywood Highsmith","MIA","dunk","Haywood Highsmith_dunk",0.0073,13668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,9000,-0.0037,-0.0019,-0.1883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Haywood Highsmith","MIA","free_throw","Haywood Highsmith_free_throw",0.0077,12948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0055,18000,0.0021,0.0011,0.1076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Haywood Highsmith","MIA","layup","Haywood Highsmith_layup",0.0283,3428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0286,3400,-2e-04,-1e-04,-0.0116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Haywood Highsmith","MIA","other_fg","Haywood Highsmith_other_fg",0.0194,5052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196,5000,-2e-04,-1e-04,-0.0101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Haywood Highsmith","MIA","three_point","Haywood Highsmith_three_point",0.0296,3274,0.0346,2791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323,3000,-0.0026,-0.0014,-0.1353,0.0435,2200,-0.0089,-0.0046,-0.4649,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","De'Andre Hunter","ATL","dunk","De'Andre Hunter_dunk",0.005,19971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,10000,-0.0049,-0.0025,-0.2484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","De'Andre Hunter","ATL","free_throw","De'Andre Hunter_free_throw",0.0073,13577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0123,8000,-0.005,-0.0025,-0.2549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","De'Andre Hunter","ATL","layup","De'Andre Hunter_layup",0.0161,6099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179,5500,-0.0017,-9e-04,-0.0878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","De'Andre Hunter","ATL","other_fg","De'Andre Hunter_other_fg",0.0387,2483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0667,1400,-0.028,-0.015,-1.4977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","De'Andre Hunter","ATL","three_point","De'Andre Hunter_three_point",0.0252,3876,0.0317,3058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323,3000,-0.0071,-0.0037,-0.3671,0.0345,2800,-0.0028,-0.0015,-0.146,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jalen Johnson","ATL","dunk","Jalen Johnson_dunk",0.0162,6072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027,3600,-0.0108,-0.0056,-0.5562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jalen Johnson","ATL","free_throw","Jalen Johnson_free_throw",0.0094,10549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,11000,4e-04,2e-04,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jalen Johnson","ATL","layup","Jalen Johnson_layup",0.0292,3326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0357,2700,-0.0065,-0.0034,-0.3386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jalen Johnson","ATL","other_fg","Jalen Johnson_other_fg",0.025,3901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217,4500,0.0033,0.0017,0.1662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jalen Johnson","ATL","three_point","Jalen Johnson_three_point",0.0228,4287,0.0241,4042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0227,4300,1e-04,0,0.0033,0.0196,5000,0.0045,0.0023,0.2312,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jaime Jaquez Jr.","MIA","dunk","Jaime Jaquez Jr._dunk",0.0056,17633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jaime Jaquez Jr.","MIA","free_throw","Jaime Jaquez Jr._free_throw",0.0055,18117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jaime Jaquez Jr.","MIA","layup","Jaime Jaquez Jr._layup",0.0261,3731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jaime Jaquez Jr.","MIA","other_fg","Jaime Jaquez Jr._other_fg",0.014,7053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"MIA @ ATL","Jaime Jaquez Jr.","MIA","three_point","Jaime Jaquez Jr._three_point",0.0229,4264,0.0246,3963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196,5000,0.005,0.0026,0.2554,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Stephen Curry","GSW","dunk","Stephen Curry_dunk",0.0035,28198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,25000,-5e-04,-2e-04,-0.0226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Stephen Curry","GSW","free_throw","Stephen Curry_free_throw",0.0106,9358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0152,6500,-0.0046,-0.0023,-0.2324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Stephen Curry","GSW","layup","Stephen Curry_layup",0.0248,3931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,2400,-0.0152,-0.0079,-0.7913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Stephen Curry","GSW","other_fg","Stephen Curry_other_fg",0.0237,4117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0286,3400,-0.0049,-0.0025,-0.2501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Stephen Curry","GSW","three_point","Stephen Curry_three_point",0.0384,2503,0.0434,2206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0833,1100,-0.04,-0.0218,-2.1802,0.0667,1400,-0.0282,-0.0151,-1.5134,0.0769,1200,-0.0336,-0.0182,-1.8178,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Klay Thompson","GSW","dunk","Klay Thompson_dunk",0.0037,26724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004,25000,-3e-04,-1e-04,-0.0129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Klay Thompson","GSW","free_throw","Klay Thompson_free_throw",0.0074,13478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0076,13000,-3e-04,-1e-04,-0.0135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Klay Thompson","GSW","layup","Klay Thompson_layup",0.0182,5401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0196,5000,-0.0014,-7e-04,-0.0729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Klay Thompson","GSW","other_fg","Klay Thompson_other_fg",0.0299,3250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0435,2200,-0.0136,-0.0071,-0.7122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Klay Thompson","GSW","three_point","Klay Thompson_three_point",0.0436,2193,0.0517,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0667,1400,-0.015,-0.008,-0.8037,0.0714,1300,-0.0278,-0.015,-1.4977,0.0588,1600,-0.0072,-0.0038,-0.3803,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Draymond Green","GSW","dunk","Draymond Green_dunk",0.0052,19243,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,9000,-0.0058,-0.0029,-0.2942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Draymond Green","GSW","free_throw","Draymond Green_free_throw",0.0059,16791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,10000,-0.004,-0.002,-0.201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Draymond Green","GSW","layup","Draymond Green_layup",0.0343,2814,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05,1900,-0.0157,-0.0083,-0.8256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Draymond Green","GSW","other_fg","Draymond Green_other_fg",0.0184,5337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0164,6000,0.002,0.001,0.1016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Draymond Green","GSW","three_point","Draymond Green_three_point",0.012,8264,0.0128,7695,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0217,4500,-0.0089,-0.0046,-0.4554,0.027,3600,-0.0151,-0.0077,-0.7745,0.0196,5000,-0.0068,-0.0035,-0.3457,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Andrew Wiggins","GSW","dunk","Andrew Wiggins_dunk",0.0066,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.011,9000,-0.0044,-0.0022,-0.2232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Andrew Wiggins","GSW","free_throw","Andrew Wiggins_free_throw",0.0091,10871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,11000,1e-04,1e-04,0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Andrew Wiggins","GSW","layup","Andrew Wiggins_layup",0.027,3602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,2400,-0.013,-0.0068,-0.6763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Andrew Wiggins","GSW","other_fg","Andrew Wiggins_other_fg",0.0384,2503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.037,2600,0.0014,7e-04,0.0715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Andrew Wiggins","GSW","three_point","Andrew Wiggins_three_point",0.0274,3552,0.0327,2955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0323,3000,5e-04,2e-04,0.0244,0.0333,2900,-0.006,-0.0031,-0.3078,0.0278,3500,0.005,0.0025,0.2547,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Kevon Looney","GSW","dunk","Kevon Looney_dunk",0.0131,7542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0312,3100,-0.0182,-0.0094,-0.9375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Kevon Looney","GSW","free_throw","Kevon Looney_free_throw",0.0069,14425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,9500,-0.0035,-0.0018,-0.1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Kevon Looney","GSW","layup","Kevon Looney_layup",0.0556,1699,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0526,1800,0.003,0.0016,0.1567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Kevon Looney","GSW","other_fg","Kevon Looney_other_fg",0.0117,8453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0104,9500,0.0013,6e-04,0.0644,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Kevon Looney","GSW","three_point","Kevon Looney_three_point",0.0055,18127,0.0055,17931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0099,10000,-0.0044,-0.0022,-0.2199,0.004,25000,0.0015,8e-04,0.0754,0.0099,10000,-0.0044,-0.0022,-0.2199,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Donovan Mitchell","CLE","dunk","Donovan Mitchell_dunk",0.0048,20525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.009,11000,-0.0042,-0.0021,-0.2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Donovan Mitchell","CLE","free_throw","Donovan Mitchell_free_throw",0.0128,7693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0179,5500,-0.005,-0.0026,-0.2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Donovan Mitchell","CLE","layup","Donovan Mitchell_layup",0.0312,3110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,1500,-0.0313,-0.0167,-1.6718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Donovan Mitchell","CLE","other_fg","Donovan Mitchell_other_fg",0.046,2075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,1500,-0.0165,-0.0088,-0.8818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023-11-11 18:27:34
2023-11-11,"CLE @ GSW","Donovan Mitchell","CLE","three_point","Donovan Mitchell_three_point",0.0395,2429,0.0489,1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0588,1600,-0.0099,-0.0053,-0.5279,0.0588,1600,-0.0193,-0.0102,-1.0244,0.0526,1800,-0.0037,-0.002,-0.1976,NA,NA,NA,NA,NA,2023-11-11 18:27:34
